Course Code,Title,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4,Prerequisite 5,Description
CAS BI 401,Honors Research In Biology,SENI OR ST,"ING,OVERALLGPAOFATLEAST3",,,,"Undergraduate Prerequisites: senior standing, overall GPA of at least 3.5, and approval of the Biology Research and Honors Committee. - Mentored laboratory or field research with a faculty member of the Biology Department leading to, but not required for, graduation with Honors in Biology. Minimum 12 hours/week in lab or fieldwork, data analysis, and writing. A minimum of B+ is required to continue to BI 402. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 402,Honors Research in Biology,SENI OR ST,"ING,OVERALLGPAOFATLEAST3",,,,"Undergraduate Prerequisites: senior standing, overall GPA of at least 3.5, First Year Writing Seminar (e.g., WR 100 or WR 120), and approval of the Biology Research & Honors Committee. - At least one semester of prior undergraduate research for credit required. Mentored laboratory or field research with a faculty member of the Biology Department leading to graduation with Honors in Biology. Minimum 12 hours/week in lab or fieldwork, data analysis, and writing. Successful completion of this course, with a minimum grade of B+, is required to graduate with honors. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Creativity/Innovation, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 407,Animal Behavior,CAS BI 107,,,,,"Undergraduate Prerequisites: (CASBI107) or equivalent. - Ethological approach to animal behavior; physiological, ontogenic, and phylogenic causes; and adaptive significance of behavior examined within an evolutionary framework, minimally including humans. Three hours lecture, three hours lab. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Ethical Reasoning, Philosophical Inquiry and Life's Meanings, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 408,Insect Biology,CAS BI 107,CAS BI 108CAS BI 303ISRECOMMENDED,,,,"Undergraduate Prerequisites: (CASBI107 & CASBI108) CAS BI 303 is recommended. - The biology of insects, focusing on insect diversity and complexity. Topics include ecology, evolution, behavior, development and physiology of insects. Three hours lecture, three hours lab. Students build insect collections in lab. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 410,Developmental Biology,CAS BI 203,,,,,"Undergraduate Prerequisites: (CAS BI 203 or equivalent) or consent of instructor. - Contemporary aspects of embryonic development, drawing from current literature. Emphasis on the use of experimental approaches to address topics such as polarity in the egg, body axis specification, embryonic patterning, and organogenesis. Three hours lecture, one hour discussion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 411,Microbiome: Our Intimate Relationship with Microorganisms,CAS BI 203,"CAS BI 206,",,,,"Undergraduate Prerequisites: CASBI203 (or equivalent) & CASBI206 (or equivalent), or consent of ins tructor. - The microbial community - referred to as ""microbiome"" - that colonizes our body plays an important role in our health. Topics include (1) the human microbiome; and (2) fundamental aspects of the interactions between animals and the microorganisms that reside on them. Three hours lecture; one hour discussion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 413,Microbial Ecology,CAS BI 107,CAS BI 108,CAS CH 101,CAS CH 102,,"Undergraduate Prerequisites: (CASBI107 & CASBI108 & CASCH101 & CASCH102) - Microbes (bacteria, archaea, and fungi) are the most diverse, abundant living organisms and microbial communities are key contributors to ecosystems. Topics include microbial cell structure and physiology, microbe-microbe interactions including biofilm formation and quorum sensing, and microbe-environment interactions. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 414,Ornithology,CAS BI 107,,,,,"Undergraduate Prerequisites: (CASBI107) - Examines the behavior, ecology, morphology, physiology, classification, and evolution of birds. Flight, navigation, migration, territorial courtship, nesting, and parental behavior. Field trips. Three hours lecture, one hour discussion and demonstrations. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Scientific Inquiry II, Critical Thinking. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 423,Marine Biogeochemistry,CAS CH 101,CAS CH 102 OR BUMPSEMESTER,"CAS EE 144,",,,"Undergraduate Prerequisites: CASCH 101 and CASCH 102 or BUMP semester and CASEE 144, or consent of instructor. - Oceanic nutrient and biogeochemical cycling in the context of the marine response to global change. Links between local and global scales are emphasized. Topics include oceanic productivity, iron limitation, oceanic glacial carbon dioxide budget, biogenic particle fluxes, oceanic glacial-interglacial biogeochemistry. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Philosophical Inquiry and Life's Meanings, Scientific Inquiry II, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 443,Terrestrial Biogeochemistry,CAS BI 107 OR CAS ES 105,"CAS CH 101/102,",,,,"Undergraduate Prerequisites: CASBI 107 or CASE S105 and CASCH 101/102, or consent of instructor. - The patterns and processes controlling carbon and nutrient cycling in terrestrial ecosystems. Links between local and global scales are emphasized. Topics include net primary production, nutrient use efficiency, and biogeochemical transformation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 445,Cellular and Molecular Neurophysiology,CAS BI 203 OR CAS BI 315 OR CAS BI 325 OR CAS NE 203,,,,,"Undergraduate Prerequisites: (CASBI203 OR CASBI315 OR CASBI325 OR CASNE203) or consent of instructor. - Cellular and molecular basis of neural excitability and synaptic transmission. The molecular understanding of ion channels is extrapolated to higher brain functions such as learning, memory, and sleep. Three hours lecture, three hours lab, one hour pre-lab. Also offered as CAS NE 445. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 448,Biodiversity and Conservation Biology,CAS BI 303 OR CAS BI 306,,,,,"Undergraduate Prerequisites: (CASBI303 OR CASBI306) or consent of instructor. - The study of biological diversity and modern methods to protect endangered plant and animal species. The environment, population, and genetic and human factors that affect the survival of species are examined for temperate and tropical communities, as well as terrestrial and aquatic habitats. Three hours lecture, one hour discussion. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 449,Neuroscience Design Lab,CAS BI 315 OR CAS BI 325 OR CAS NE 203,,,,,"Undergraduate Prerequisites: (CASBI 315 OR CASBI 325 OR CASNE 203); or consent of instructor. - Design and build devices for neuroscience experiments. Interface sensors with computers using Arduino microprocessors. Guided exercises followed by independent design projects to quantify human sensory and motor performance, or emulate animal sensory-motor circuits. All levels of programming experience accepted. Also offered as CASNE 449. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 450,Senior Research in Biology 1,SENI OR ST,ING,,,,"Undergraduate Prerequisites: senior standing. - First semester senior research including training in the use of research literature and active participation at group meetings. Application through the Biology Department. Students conduct research under supervision of a faculty mentor. Attendance at group meetings required. Minimum 12 hrs/wk in lab or fieldwork, data analysis, and writing. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 451,Senior Research in Biology 2,SENI OR ST,ING,"EITHERBI340,BI350,BI450, OR FULL",,,"Undergraduate Prerequisites: senior standing and either BI 340, BI 350, BI 450, or full-time summer UROP. - Second semester research with senior standing, including the use of the research literature. Application through the Biology Department. Students conduct research under supervision of a faculty mentor. Students expected to attend group meetings and take a lead and make creative contributions to projects. Minimum 12 hrs/wk in lab or fieldwork, data analysis, and writing. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Creativity/Innovation, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 452,Senior Research in Biology 3,CAS BI 315FIRSTYEARWRITINGSEMINARE,,,,,"Undergraduate Prerequisites: (CASBI315) First Year Writing Seminar (e.g., WR 100 or WR 120); senior standing a nd either BI 340, BI 350, BI 450, or full-time summer UROP. - Third semester research with senior standing, including the use of research literature. Application through the Biology Department. Students conduct research under supervision of a faculty mentor. Attendance at group meetings and final report required. Students expected to take a lead and make creative contributions to projects. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Creativity/Innovation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 453,Senior Research in Biology 4,SENI OR ST,ING,CAS BI 352 OR 452,,,"Undergraduate Prerequisites: senior standing and CASBI 352 or 452; Undergraduate Corequisites: (CASBI 497 OR CASBI 498). - Fourth semester research with senior standing. Application through the Biology Department. Students conduct research under supervision of a faculty mentor. Attendance at group meetings and final report required. Minimum 12 hrs/wk in lab or fieldwork, data analysis, and writing. Students develop research presentation skills in co-requisite seminar course, BI 497 or BI 498. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 455,Developmental Neurobiology,CAS BI 203 OR CAS BI 325 OR CAS NE 203,,,,,"Undergraduate Prerequisites: CASBI 203 or CASBI 325 or CASNE 203 or consent of instructor. - Fundamental principles of developmental neurobiology, stressing molecular mechanisms that underlie early neural development, differentiation, process outgrowth, and behavior. Two hours lecture, two hours paper presentation and discussion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 459,Biochemistry 2,,,,,,BIOCHEM-2 LEC Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS BI 471,Readings in Biology,JUNI OR  OR SENI OR ST,"ING,CONSENTOFINSTRUCT OR ,",COMPLETEDAPPLICATION,,,"Undergraduate Prerequisites: junior or senior standing, consent of instructor, and completed applic ation. - Intensive library research on well-defined topic in biological sciences, chosen with a faculty member. May be taken as preparation for Undergraduate Research/Honors Research. Not a Biology/BMB major/minor elective and cannot be combined with another 2-credit course for elective credit. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 472,Readings in Biology,JUNI OR  OR SENI OR ST,"ING,CONSENTOFINSTRUCT OR ,",COMPLETEDAPPLICATION,,,"Undergraduate Prerequisites: junior or senior standing, consent of instructor, and completed applic ation. - Intensive library research on well-defined topic in biological sciences, chosen with a faculty member. May be taken as preparation for Undergraduate Research/Honors Research. Not a Biology/BMB major/minor elective and cannot be combined with another 2-credit course for elective credit. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 475,Urban Ecology,CAS EE 100 OR CAS EE 101,"ONEOFTHEFOLLOWING:CAS BI 306,CAS BI 443 OR GRSBI643,CAS EE 456 OR GRSEE656, OR CAS BI 530 OR CAS EE 530",,,,"Undergraduate Prerequisites: (CASEE100 OR CASEE101) and one of the following: CAS BI 306, CAS BI 443 or GRS BI 643, CAS EE 456 or GRS EE 656, or CAS BI 530 or CAS EE 530; or consent of instruc tor. - The biophysical environments and ecology of urban settlements. Key topics include the physical environment, patterns in human population growth and development, ecosystem structure and function, global change, urban environment pollution and management, and sustainable urban development. Effective Spring 2022, this course fulfills a single unit in each of the following BU Hub areas: Historical Consciousness, Scientific Inquiry II, Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 481,Molecular Biology of the Neuron,CAS BI 203,,,,,"Undergraduate Prerequisites: CASBI 203 - Topics include electrical properties of neurons, a survey of neurotransmitters, molecular structure and function of receptors, synaptic transmission, intracellular signaling, and the molecular biology governing neurodevelopment and neurological disorders. Three hours lecture, one hour discussion. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 494,Topics in Biology 4,,,,,,Topics and prerequisites vary. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS BI 497,Honors in Biology Seminar,"F OR STUDENTSTAKINGCAS BI 401,BI402,BI453, OR BB453",,,,,"Undergraduate Prerequisites: For students taking CASBI 401, BI 402, BI 453, or BB 453. - A 2-credit weekly research seminar for students in CASBI 401, BI 402, BI 453, or BB 453 in the Fall semester. Students learn and present digitally produced descriptions of their research and prepare their theses for defense under the guidance of the Research and Honors Committee. A minimum grade of B+ in BI 402 and this course or BI 498 is required to graduate with honors. Students participate in only one course, either BI 497 or BI 498. Effective Fall 2020, this course carries a single unit in the follow Hub area: Digital/Multimedia Expression. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 498,Honors in Biology Seminar,"F OR STUDENTSTAKINGCAS BI 401,BI402,BI453, OR BB453",,,,,"Undergraduate Prerequisites: For students taking CASBI 401, BI 402, BI 453, or BB 453. - A 2-credit weekly research seminar for students in CASBI 401, BI 402, BI 453, or BB 453 in the Spring semester. Students learn and present digitally produced descriptions of their research and prepare their theses for defense under the guidance of the Research and Honors Committee. A minimum grade of B+ in BI 402 and this course or BI 497 is required to graduate with honors. Students participate in only one course, either BI 497 or BI 498. Effective Fall 2020, this course carries a single unit in the follow Hub area: Digital/Multimedia Expression. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 500,Shark Biology & Conservation,SOMEBACKGROUNDINECOLOGY,/ OR EVOLUTIONRECOMMENDED,,,,"Undergraduate Prerequisites: some background in ecology and/or evolution recommended. - Explores the natural history and behavior of sharks and their relationship to other animals in the ecosystem. Conservation of sharks and other elasmobranchs is crucial to ecosystem function and requires accurate scientific knowledge to implement the best conservation practices. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 503,Neuroimmunology,CAS BI 203/NE102 OR BI213,BI325/NE203,,,,"Undergraduate Prerequisites: CAS BI 203/NE 102 or BI 213 and BI 325/NE 203 - Neuroimmunology is a burgeoning field in neuroscience. This course examines current topics including the role of glia in brain development, health, and disease, glia-neuron crosstalk, impact of stress and environment on the neuroimmune system, and cell trafficking into the brain. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 504,Advanced Evolutionary Analysis,CAS BI 309 OR PERMISSIONOFINSTRUCT OR ,,,,,"Undergraduate Prerequisites: (CASBI309) or permission of instructor. - Modern concepts, controversies, and analytical approaches in evolutionary biology. Topics include adaptation, natural and sexual selection, species and species formation, phylogenetics, origin of evolutionary novelty, adaptive radiation, basic population and quantitative genetics, development and evolution. Three hours lecture, one hour discussion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 505,Evolution and Development,,,,,,"This course focuses on the evolution of development. We explore how biodiversity arises by examining the intersection of development, genetics, evolution and ecology. Topics include: the origin of novel traits, developmental constraints, heterochrony, epigenetic inheritance, evolution of gene networks, developmental systems drift and the evolution of complex traits. We also cover common tools used in Evo Devo research, including: RNAseq, RNA interference, CRISPR/Cas-9 and in situ hybridization. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 506,Phenotypic Plasticity,SENI OR ST,"ING,CAS BI 107",,"ONEOFTHEFOLLOWING:BI303,BI309,BI315, OR BI410",,"Undergraduate Prerequisites: senior standing, CAS BI 107; and one of the following: BI 303, BI 309, BI 315, or BI 410; or consent of instructor. - Explores the flexible phenotype as a product of development and target of natural selection, addresses phenotypic plasticity in ecological interactions and evolutionary diversity, evolution and mechanisms of plasticity, plasticity in ecology, diversification of life, and conservation in a changing environment. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 507,Diversity of Sex,SENI OR ST,"ING,","ONEOFTHEFOLLOWING:CAS BI 225,BI309,BI315,BI407, OR BI410",,,"Undergraduate Prerequisites: senior standing, and one of the following: CAS BI 225, BI 309, BI 315, BI 407, or BI 410; or consent of instructor. - Examines the integrative and comparative biology of sex and sexes based on readings drawn from recent primary literature, review papers, and book chapters. Effective Fall 2023, this course fulfills a single unit in each of the following BU Hub areas: Writing-Intensive Course, Oral and/or Signed Communication. Effective Fall 2025, this course fulfills a single unit in the following BU Hub area: Oral and/or Signed Communication. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 508,Behavioral Ecology,ONEUPPER,,,,,"Undergraduate Prerequisites: One upper-level EBE course - Examination of the adaptive significance of behavior in an ecological context. Topics include mating systems, sexual selection, alternative reproductive behaviors, life history strategies, optimal foraging, territoriality, cooperation and conflict, host-parasite co-evolution, the ecology of communication, and comparative analyses. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 509,Metapopulation Ecology,FIRSTYEARWRITINGSEMINARE,,,,,"Undergraduate Prerequisites: First Year Writing Seminar (e.g., WR 100 or WR 120) - Introduces students to metapopulation ecology through the lens of propagule dispersal and population connectivity. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Writing-Intensive Course, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 510,Institutional Racism in Health and Science,"CAS BI 126 OR CAS BI 206/216 OR ENG BE 209,",SENI OR ST,"ING,",,,"Undergraduate Prerequisites: CAS BI 126 or CAS BI 206/216 or ENG BE 209, and senior standing, or co nsent of instructor. - Graduate Prerequisites: MSc./PhD. program standing in Bioinformatics, or MSc./PhD. program sta nding in Biology, or MSc./M.A. standing in BU Wheelock, or consent ofi nstructor. - Traces the historical mischaracterization of race as a biological construct and the physiological manifestations of racism. Through the study of primary sources, students learn to discriminate between fact-based conclusions and unsupported pseudoscience and to construct empirical knowledge. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 511,Coral Reef Fishes,ADMISSIONTOTHEMARINESEMESTER,CONSENTOFINSTRUCT OR ,,,,"Undergraduate Prerequisites: admission to the Marine Semester and consent of instructor. - Introduces the ecology, evolution, and behavior of coral reef fishes, with a special focus on the coral reef fishes of Belize. Students are introduced to the organisms, the environments, and key concepts in behavioral, population, and community ecology. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 513,Genetics Laboratory,CAS BI 203,CAS BI 206,SENI OR ST,"ING,",CONSENTOFINSTRUCT OR ,"Undergraduate Prerequisites: (CASBI203 & CASBI206) and senior standing, and consent of instructor. - Genetic techniques such as mutant selection and screening, complementation, mapping, recombinant DNA, and chemical genetic screening are taught using the genetic model systems Escherichia coli, Saccharomyces cerevisiae, and Arabidopsis thaliana. Short-term and long-term projects in which students formulate and test hypotheses. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 515,Population Genetics,CAS BI 206 OR CAS BI 309MA/CSREQUIREMENTSF OR BIOLOGYMAJ OR PLUSBI206 OR BI303,,,,,"Undergraduate Prerequisites: (CASBI206 OR CASBI309) MA/CS requirements for Biology major plus BI206 or BI303; or consent o f instructor. - General introduction to population genetics, including the interactions of basic evolutionary processes (mutation, natural selection, genetic drift, inbreeding, recombination, and gene flow) in determining the genetic composition and evolutionary trajectories of natural populations. Course considers the classic models and insights of the modern evolutionary synthesis and more recently developed approaches based on coalescent theory and population genomics. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 519,Theoretical Evolutionary Ecology,CAS BI 107,CAS MA 121/123ALS OR ECOMMENDED:CAS BI 225 OR CAS BI 303 OR CAS BI 309, OR CONSENTOFTHEINSTRUCT OR ,,,"Undergraduate Prerequisites: CAS BI 107 and CAS MA 121/123 (also recommended: CAS BI 225 or CAS BI 303 or CAS BI 309); or consent of the instructor. - Familiarizes students with the theory of evolutionary ecology. Students gain enough background to read theoretical evolutionary ecology literature, do simple modeling, and move on to more complex theory. Students gain experience through homework assignments and computer labs. Effective Spring 2021, this course fulfills a single unit in each of the following BU Hub areas: Quantitative Reasoning II, Scientific Inquiry II, Critical Thinking. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 520,Sensory Neurobiology,CAS BI 325 OR CAS NE 203,,,,,"Undergraduate Prerequisites: (CASBI325 OR CASNE203) or consent of instructor. - Animals receive a constant stream of sensory input that they use to adjust their behavior. In this course we explore how sensory systems translate the physical features of the outside world into meaningful patterns of neural activity. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry II. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 521,Quantitative Marine Fisheries,CAS MA 123,ADMISSIONTOTHEMARINESEMESTER,,,,"Undergraduate Prerequisites: (CASMA123) or equivalent and admission to the Marine Semester. - Centered on the mathematics and computational methods that underly and support fisheries science and management. Course content provides abundant hands-on experience in R; revisits key mathematics and statistics for ecology and marine science; and hones critical thinking & problem solving. The core philosophy for coding exercises is ""basic tools to do not-so-basic science"". Course provides context on the past, present, and future of managing exploited marine populations and the natural world around them. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 523,Marine Urban Ecology,ENROLLMENTINTHEBUMARINESEMESTER,,,,,"Undergraduate Prerequisites: enrollment in the BU Marine Semester. - Marine Urban Ecology is an emerging, interdisciplinary field that aims to understand how human and ecological processes can coexist in human-dominated systems. Covers ecosystems, and organisms associated with urbanization in the Greater Boston area. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 525,Biology of Neurodegenerative Diseases,"CAS NE 102 OR CAS BI 108,CAS NE 203 OR CAS BI 325,",CAS BI 203/213,,JUNI OR ,SENI OR ST,"Undergraduate Prerequisites: CASNE 102 or CASBI 108, CASNE 203 or CASBI 325, and CASBI 203/213; and junior and senior standing.- An in-depth look at molecular mechanisms of neurodegenerative diseases and their impact and relevance in clinical diagnosis and treatment. Topics include the molecular pathways of Alzheimer's, Parkinson's, Huntington's, and Creuztfeldt-Jacob Disease, and Amyotrophic Lateral Sclerosis. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 530,Forest Ecology,CAS BI 107,"CAS BI 303 OR CAS BI 306,",,,,"Undergraduate Prerequisites: (CASBI107) and CASBI303 or CASBI306, or consent of instructor. - Prerequisites: CASBI107 and CASBI303 or CASBI306, or consent of instructor. The major biotic and abiotic factors influencing forest ecosystem composition, structure, and function. Role of solar radiation, hydrology, soils, succession, and management of forest ecosystems. Includes New England case study. Three hours lecture plus discussion. Meets with CAS GE 530. Effective Spring 2023, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Scientific Inquiry 2, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 531,"Ichthyology: Behavior, Ecology, and Evolution of Fish",CAS BI 260,CONSENTOFINSTRUCT OR ,,,,"Undergraduate Prerequisites: CASBI 260 and consent of instructor. - A comprehensive introduction to fish biology and systematics. Emphasis on phylogenetic relationships, ecology, and behavior. Labs include morphological studies of specimens and behavioral studies of live fishes. Effective Fall 2021, this course no longer carries any Hub units. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 533,Progress in Neurobiology,,,,,,"Facilitates work-in-progress presentation and discussion of research that includes preliminary data and research progress. All Neurobiology graduate students are encouraged to participate each semester, but receive credits toward the degree only once. BI533 (fall) and BI534 (spring) can both be taken (4 credits total) for the degree. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 534,Progress in Neurobiology,,,,,,"Facilitates work-in-progress presentation and discussion of research that includes preliminary data and research progress. All Neurobiology graduate students are encouraged to participate each semester, but receive credits toward the degree only once. BI533 (fall) and BI534 (spring) can both be taken (4 credits total) for the degree. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 535,Translational Research in Alzheimer's Disease,"CAS NE 102 OR CAS BI 108,CAS NE 203 OR CAS BI 325,",CAS BI 203/213,,JUNI OR ,SENI OR ST,"Undergraduate Prerequisites: CASNE 102 or CASBI 108, CASNE 203 or CASBI 325, and CASBI 203/213; and junior and senior standing. - An introduction to translational research focused on the search for new therapeutic targets in Alzheimer's disease. Emphasis on the development of cellular and animal models for preclinical research, and on past and current clinical trials in Alzheimer's patients. Effective Fall 2020, this course fulfills a single unit in each of the following BU Hub areas: Oral and/or Signed Communication, Ethical Reasoning, Research and Information Literacy. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 539,"Coral Reef Dynamics: Shallow Waters, Deep Time",ENROLLMENTINTHEMARINESEMESTER,,,,,"Undergraduate Prerequisites: enrollment in the Marine Semester. - Tropical reefs-- diverse, complex, and ancient-- exhibit lawful cycles of growth, degradation, and regeneration. Explore these through observations on the Belize Barrier Reef in fossil reef environments and through laboratory experiments. Insights are applied to reef conservation in today's changing world. Also offered as CAS EE 539. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS BI 541,Coral Reef Resilience and Restoration,ENROLLMENTINTHEBUMARINESEMESTER,JUNI OR  OR SENI OR ST,ING,,,"Undergraduate Prerequisites: enrollment in the BU Marine Semester and junior or senior standing. - Caribbean coral reefs have fallen into ruin. Students develop methods to restore reef health by applying genomics, life history theory, landscape ecology and climatology. This course includes field work in Belize. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
