Course Code,Title,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4,Prerequisite 5,Description
ENG ME 525,Technology Ventures,SENI OR  OR GRADUATEST,"INGINANENGINEERING OR SCIENCEDISCIPLINE,",,,,"Undergraduate Prerequisites: Senior or graduate standing in an engineering or science discipline, o r consent of instructor. - An introduction to the formation and management of technology-based enterprises for engineers and scientists. Modules include opportunity recognition and evaluation, gathering financial and human resources, and managing and harvesting ventures. Goals include an understanding of basic start-up finance and accounting, writing business plans, presenting venture ideas to industry experts, and venture leadership skills. Students become familiar with fundamental technical and engineering issues in a wide variety of high-tech industries, especially information technology, life sciences, biotechnology and telecommunications. Case studies, lectures, workshops, and projects are utilized. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 526,Simulation of Physical Processes,SENI OR  OR GRADUATEST,"INGINTHEENGINEERING,PHYSICS, OR THECHEMISTRYDISCIPLINES,",,,,"Undergraduate Prerequisites: Senior or graduate standing in the engineering, physics, or the chemistry disciplines, or consent of instructor. Modern simulation methods are covered for describing and analyzing the behavior of realistic nonlinear systems that occur in the engineering and science disciplines. By developing and applying such methods and tools, much deeper understanding, insight, and control of novel technologies can be gained, thereby often greatly aiding technology development, and sometimes providing the leverage to turn a novel technology into a practical reality. Physical and numerical changes of scales necessary for modeling macro-, meso-, and nanoscopic phenomena will be covered. Advanced numerical methods will be addressed for attacking nonlinear partial differential equations, as well as key aspects of the finite element method. Extensive use will be made of the modern computational tools Mathematica and COMSOL. Examples will be covered that include problems in micro and nanoelectronics, bioengineering, material science, photonics, and physics. Connections of these examples to sensing instrumentation and control will be made. Same as MS 526. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 527,Transport Phenomena in Materials Processing,ENG ME 304,,,,,"Undergraduate Prerequisites: (ENGME304) or equivalent or consent of instructor - Introduction to momentum, heat and mass transport phenomena occurring in various processes. Whereas transport phenomena underlie many processes in engineering, agriculture, meteorology, physiology, biology, analytical chemistry, materials science, pharmacy and other areas, they are key to specific applications in diverse areas such as materials processing, green manufacturing of primary materials, biological membranes, fuel cell engineering, synthesis of clean fuels. This course covers three closely related transport phenomena: momentum transfer (fluid flow), energy transfer (heat flow) and mass transfer (diffusion). The mathematical underpinnings of all three transport phenomena are closely related and the differential equations governing them are frequently quite similar. Since in many situations the three transport phenomena occur together, they are presented and studied together in this course. Meets with ENGMS527. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 528,Biological Physics,GRADUATEST,ING OR INSTRUCT OR CONSENT,,,,"Undergraduate Prerequisites: Graduate standing or instructor consent. Introductory courses in hydro dynamics, thermodynamics, math (Fornier transform) and standard Calcul us. - This course offers an introduction to biological physics and consists of four blocks. 1)Thermodynamics and statistical physics with a particular focus on Einstein's approach. 2)Physics of (Bio) polymer networks. 3) Nano and Microfluidics and life and low Reynold numbers. 4) Interface physics and biomembranes. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 533,Energy Conversion,ENG ME 304,,,,,"Undergraduate Prerequisites: (ENGME304) - Thermodynamic and mechanical aspects of modern conventional energy conversion systems, including steam electric power plants, gas turbine and internal combustion engines, and refrigeration systems. Combined cycle and cogeneration are also considered, as well as economic and environmental aspects of energy conversion. Includes design project. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 535,Green Manufacturing,SENI OR /GRADUATEST,ING,CAS CH 101 OR CAS CH 131,CAS MA 226,ENG ME 304 OR ENG EK 424,"Undergraduate Prerequisites: Senior/graduate standing; CASCH101 or CASCH131; CASMA226; ENGME304 or ENGEK424; or consent of instructor. - Provides a systems view of the manufacturing process that aims to efficiently use energy, water, and raw materials to minimize air and water pollution and generation of waste per unit of the manufactured product. Specifically, the course will discuss methods to maximize yield and minimize waste effluents in processes, ways to devise treatment strategies for handling manufacturing wastes, innovative ways to decrease energy consumption in manufacturing, by-product use and product recycling, and policies that encourage green manufacturing. Same as ENG MS 535. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 537,Product Realization,,,,,,"This course focuses on the essential and challenging process of getting a design from the drawing board into the hands of a customer. Cases are drawn from a range of industries, technologies and development speeds (everything from hardware startups to aircraft). It includes topics such as Design for Manufacturing, validation testing, cash flow modeling, in vs outsourcing, setting up a factory, selecting supplier partners, distribution, and ongoing product support. There will be a semester long project to build and prototype a small production line. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 538,Introduction to Finite Element Methods and Analysis,"ENG ME 305,LINEARALGEBRA, OR DINARYDIFFERENTIALEQUATIONS",,,,,"Undergraduate Prerequisites: ENG ME 305, Linear Algebra, Ordinary differential equations. - This class serves as an introduction to linear finite element method, and its application to static and dynamic problems with an emphasis on solid mechanics. The first half of the course will use the stiffness and energy approaches to developing the finite element equations as applied to bars, beams and trusses. Lab sessions will focus on learning how to utilize commercially-relevant finite element software to find numerical solutions to problems in solid mechanics. The second half of the course will focus on developing the finite element method as one that is applicable as a general numerical method for solving ordinary and partial differential equations that arise in all areas of science and engineering, including solid and fluid mechanics, thermal systems and electrostatics. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 541,Classical and Non-Equilibrium Thermodynamics,ENG ME 304,,,,,"Undergraduate Prerequisites: (ENGME304) - First law and second law. Entropy. Extremum principles. Gases, liquids, and solids. Phase transition. Solutions. Kinetics. Fields and internal degrees of freedom. Non-equilibrium systems. Radiation. Biological systems. Small systems. Stability theory. Critical phenomena. Statistical mechanics. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 542,Advanced Fluid Mechanics,ENG ME 303,,,,,"Undergraduate Prerequisites: ENG ME 303 - Incompressible fluid flow. Review of control-volume approach to fluids engineering problems, with advanced applications. Differential analysis of fluid motion. Derivation of full Navier-Stokes, Euler, and Bernoulli equations. Unsteady Bernoulli equation. Velocity potential and its application to steady 2D flows. Vorticity and vortex motion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 543,"Sustainable Power Systems: Planning, Operation and Markets",SENI OR ST,ING,,,,"Undergraduate Prerequisites: Senior standing or consent of instructor. - Breakthroughs in clean energy generation technologies and the advantage of exploiting efficiently the available work in fossil fuels will render electricity the dominant energy form in a sustainable environment future. We review the key characteristics of Electric Power Transmission and Distribution (T&D) networks and the associated planning and operation requirements that ensure supply adequacy, system security and stability. Capital asset investment and operation cost minimization is discussed in a systems engineering context where the assets as well as the dynamic behavior of generators, T&D networks, and loads interact. Recent developments in the formation of competitive wholesale markets at the High Voltage Transmission system level, the associated market participation and clearing rules and the market clearing optimization algorithms are presented and analyzed in terms of their effectiveness in fostering cost reflective price signals and competitive conditions that encourage optimal distributed/not-centralized investment and operating decisions. Finally, we present T&D congestion and supply-demand imbalance related barriers to the widespread adoption of environmentally friendly and economically efficient technological breakthroughs, and propose a systems engineering and real-time retail-market based coordination of centralized as well as decentralized generation, storage and load management resources that is able to achieve desirable synergies and mitigate these barriers. Same as ENG EC 543 and ENG SE 543. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 544,Networking the Physical World,ENG EC 312,ENG EC 450,,,,"Undergraduate Prerequisites: ENGEC312 & ENGEC450 or equivalent. ENGEC441 is desirable. C programmin g experience. - Considers the evolution of embedded network sensing systems with the introduction of wireless network connectivity. Key themes are computing optimized for resource constrained (cost, energy, memory and storage space) applications and sensing interfaces to connect to the physical world. Studies current technology for networked embedded network sensors including evolving protocol standards. A laboratory component of the course introduces students to the unique characteristics of distributed sensor motes including programming, reliable communication, sensing modalities, calibration, and application development. Experience with the C language is required.Same as ENG EC 544 and ENG SE 544. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 545,Electrochemistry of Fuel Cells and Batteries,ENG ME 505,,,,,"Undergraduate Prerequisites: (ENGME505) - Topics covered include Fundamental Electrochemistry of solid-state materials as well as aqueous and non-aqueous systems including molten salts. Thermodynamics and kinetics of electrode reactions and associated mass transport in electrochemical systems. Measurements techniques (dc polarization, ac impedance spectroscopy, blocking electrodes, etc.) used in characterizing electrochemical systems. Design of devices including fuel cells, batteries, and sensors. Electrochemical processes including membrane separation and electrolysis. Same as ENG MS 545. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 546,Introduction to Micro/Nanofluidics,ENG ME 303,ENG ME 419,,,,"Undergraduate Prerequisites: (ENGME303 & ENGME419) or consent of instructor - This course is an introductory graduate course in mechanical engineering. It is aiming to introduce unique transport phenomena and major applications of micro/nanofluidics to senior undergraduates and new graduate students. Topics include overview of micro/nanofluidics, scaling laws, intermolecular forces, lubrication theory, surface tension and Marangoni flow, chaotic mixing, electrowetting, electrokinetics, dielectrophoresis, chemical reaction in confined space, micro/nano fabrication, etc. Special emphasis will be focused on understanding fundamental mechanism of transport phenomena at the micro/nanoscale. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 547,Introduction to Computational Fluid Dynamics,"CALCULUS,LINEARALGEBRA,DIFFERENTIALEQUATIONS,FIRSTCOURSEINFLUIDMECHANICS",,,,,"Undergraduate Prerequisites: Calculus, linear algebra, differential equations, first course in flui d mechanics - This course will prepare students in the fundamentals of the computational approach to study fluid flow problems, and will provide a deeper understanding of the physical models and governing equations of fluid dynamics. It will also present an opportunity to learn the basic skills of programming solutions to differential equations, and present an overview of essential numerical techniques. Students will develop finite difference based computer models as part of the ""12 Steps"" to numerically solving the laminar Navier-Stokes equations. Consistency, stability and convergence of the numerical methods will be discussed. Extensions to turbulent flows will be considered. The students will be introduced to an open source CFD code and will explore numerical solutions to problems in fluid mechanics using the code. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 549,Structures and Function of the Extracellular Matrix,,,,,,"This is an introductory course dealing with the detailed structure of the basic units of the extracellular matrix including collagen, elastin, microfibrils, and proteoglycans as well as the functional properties such as elasticity at different scales from molecule to fibrils to organ level behavior. The biological role of these components and their interaction with cells is also covered. Interaction of enzymes and the matrix in the presence of mechanical forces is discussed. Mathematical modeling is applied at various length scales of the extracellular matrix that provides quantitative understanding of the structure and function relationship. Special topics include how diseases affect extracellular matrix in the lung, cartilage, and vasculature. The relevance of the properties of native extracellular matrix for tissue engineering is also discussed. Same as ENG BE 549 and ENG MS 549. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 555,MEMS: Fabrication and Materials,GRADUATESTATUS OR CONSENTOFTHEINSTRUCT OR ,,,,,"Undergraduate Prerequisites: Graduate status or consent of the instructor. - This course will explore the world of microelectromechanical systems (MEMS) and NEMS. This requires an awareness of design, fabrication, and materials issues involved in micro/nanosystems. We will go over this through a combination of lectures, case studies, and individual homework assignments. The course will cover fabrication technologies, material properties, structural mechanics, basic sensing and actuation principles, packaging, and MEMS markets and applications. The course will emphasize the fabrication and materials of micro/nanosystems. This is not because the other parts aren't important. Instead, it is because with fabrication and materials expertise there is something concrete you can do that will always help. When we exam special topics and case studies, a lot of these other pieces will be put together. Same as ENG MS 555. Students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 557,Additive Manufacturing,,,,,,"This course will teach the fundamentals of Additive Manufacturing (AM) theory and how AM is being used in industry to accelerate product development and replace more traditional low-volume and high volume manufacturing processes. Topics will cover the technologies, methods and applications or a range of additive methods including FDM (Fused Deposition Modeling), SLA (Sterolithography) and MLS(Metal Laster Sintering), methods for designing for additive will be covered, and implications of additive manufacturing in the complete product life-cycle. We will use the equipment in EPIC to demonstrate and practice the design and production of additive parts. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 559,Manufacturing Processes for Design and Production,,,,,,"Prerequisites: ENGME305, 306 and 360. - Good product design requires an engineer to simultaneously consider the function of the product, the materials from which it is made, and how it how it will be manufactured. This course will train students, using both theory and hands-on experience, how materials selection and manufacturing processes affect design decisions, and vice versa. The students will learn how the combination of Function, Form, Material and Manufacturing all impact Cost, Quality, and Schedule. In addition to an advanced introduction to major manufacturing methods, the course will review a number of related topics critical to the design process including: material selection, tolerancing (GD&T), metrology, Design for Manufacturing, Design for Assembly, part and production costing, assembly and automation, and designing an assembly production line. The learnings will be reinforced through multiple hands-on projects in EPIC and will culminate with a multi-week capstone project incorporating the above. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 560,Precision Machine Design and Instrumentation,SENI OR  OR GRADUATEST,INGWITHBASICCADEXPERIENCE,,,,"Undergraduate Prerequisites: Senior or graduate standing with basic CAD experience or consent of in structor. - This interdisciplinary course teaches the student how to design, instrument, and control high-precision, computer-controlled automation equipment, using concrete examples drawn from the photonics, biotech, and semi-conductor industries. Topics covered include design strategy, high-precision mechanical components, sensors and measurement, servo control, design for controllability, control software development, controller hardware, as well as automated error detection and recovery. Students will work in teams, both in-classroom and out-of-classroom, to integrate and apply the material covered in class to a term-long multi-part design project in PTC Pro-Engineer or other comparable CAD system, culminating in a group presentation at the end of the class. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 566,Advanced Engineering Mathematics,CAS MA 225,CAS MA 226SENI OR ST,"ING,",CONSENTOFINSTRUCT OR ,,"Undergraduate Prerequisites: (CASMA225 & CASMA226) Senior standing, and consent of instructor. - Introduces students of engineering to various mathematical techniques which are necessary in order to solve practical problems. Topics covered include a review of calculus methods, elements of probability and statistics, linear algebra, transform methods, difference and differential equations, numerical techniques, and mathematical techniques in optimization theory. Examples and case studies focus on applications to several engineering disciplines. The intended audience for this course is advanced seniors and entering MS engineering students who desire strengthening of their fundamental mathematical skills in preparation for advanced studies and research. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 568,Soft Robotic Technologies,"CAD,INSTRUMENTATIONELECTRONICBOARDS",,,,,"Undergraduate Prerequisites: CAD, Instrumentation (electronic boards-reading/acquiring signal), bas ic Material science, structural mechanics, basic fluid mechanics, Matl ab programming - Thia course will introduce students to the field of soft robotics and more generally to non-conventional actuation (e.g. shape memory alloys, soft fluidic actuators, electroactive polymers, etc.) and sensing technologies (soft and flexible technologies based on resistive, capacitive, and optics). They will learn the fluid physics principles that drive them and how they can be designed, manufactured, and integrated into functional soft robotic systems. The class will have a substantial experimental hands-on component during which students will learn challenges and opportunities in the design, manufacturing, modeling, and control of such systems. They will also learn how to apply these technologies to address current shortcomings of traditional rigid robotics. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 570,Robot Motion Planning,"CAS MA 226,ENG EK 103",ENG EK 121 OR ENG EK 125,,,,"Undergraduate Prerequisites: CASMA226, ENGEK103 and ENGEK121 or ENGEK125 - Provides an overview of state-of-the-art techniques for robot motion planning. The emphasis is on the algorithms. It covers topology of configuration spaces, potential functions, roadmaps, cell decompositions, sampling-based algorithms, and model checking approaches to robot motion planning and control. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 571,Medical Robotics,CONSENTOFINSTRUCT OR ,,,,,"Undergraduate Prerequisites: Consent of Instructor - Graduate Prerequisites: Mechanical Design (CAD), Experience in Fabrication, Experience with Pr ogramming/Automation, Technical Communication (e.g. writing and presen tation). Consent of Instructor - This course will be composed of lectures, tutorials, and group work. We will study the design, mechanics, materials, manufacturing, and control of robots and associated technologies for medical applications. We will cover theory, on medical robotics and case studies, including examples from medical companies and research groups.This class is aimed toward graduate students in engineering; no medical background is required. We will study and explore design principles of different mechatronic components and systems for medical robots. We will cover in-depth especially the meso-scale actuators, sensors, and body construction methods. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 576,Nanomanufacturing and Hierarchical Materials,ENG ME 304,ENG ME 305,"ENG ME 306SENI OR , OR GRADUATEST",ING,,"Undergraduate Prerequisites: (ENGME304 & ENGME305 & ENGME306) Senior, or graduate standing - Nanoscale materials are often celebrated as having unique properties that exceed their bulk counterparts. However, leveraging such nanoscale materials as components in bulk materials is challenging as it requires (1) making enough material to be relevant on bulk scales and (2) incorporating nanomaterials at a bulk scale in amannerso as to maximize their effect. The structural ordering of these nanomaterials can range from disordered, as in the case of nanocomposites, to highly ordered, as is generally the case in metamaterials. This course is designed to communicate he state-of-the-art, challenges, and opportunities of constructing hierarchical materials with nanoscale constituents. Same as ENG MS 576. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 579,Nano/microelectronic Device Technology,CONSENTOFINSTRUCT OR ,,,,,"Undergraduate Prerequisites: Consent of instructor. - The main physical processes and manufacturing strategies for the fabrication and manufacture of micro and nanoelectronic devices will be covered, mostly for silicon, although exciting materials such as graphene and carbon nanotubes will also be covered. A key emphasis here will be on electron- hole transport, band structure, basic quantum effects, and the use of engineering and physical effects to alter semiconductor device performance. Photolithography, a significant factor in manufacturability, will be covered in some detail, and to a lesser degree, so will doping methods, diffusion, oxidation, etching, and deposition. The overall integration with methods and tools employed by device and circuit designers will be covered. Same as ENG EC 579; students may not receive credit for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 580,Theory of Elasticity,ENG ME 309,,,,,"Undergraduate Prerequisites: (ENGME309) or equivalent - An introduction to the general theory of solid deformation; small deformation emphasized. Topics include: Cartesian tensors, indicial notation. Introduction to continuum mechanics: deformation of continuous media, deformation gradient, strain definitions. Stress, Cauchy's postulate, Cauchy and Piola-Kirchhoff stress tensors. Balance laws. Constitutive equations, strain energy and Green's postulate. Linear Elasticity: Two dimensional problems, Airy stress function, in plane loading of strips, St. Venant's principle, complex variable methods, Goursat-Muskhelishvili representation, stress concentrations around holes and cracks. Three dimensional problems, Kelvin's solution, the Boussinesq problem, Hertzian contact, Eshelby's energy-momentum tensor. Same as ENG MS 580. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 582,Mechanical Behavior of Materials,ENG ME 309,,,,,"Undergraduate Prerequisites: ENG ME 309 - Fundamental concepts of modern materials behavior and materials engineering. Emphasis on analytical and numerical methods for predicting material properties and behavior, as well as some discussion of the relationships between solid structure and material properties. Topics include: constitutive relations, fracture, fatigue, plasticity, creep, damping, impact, and deformation. Elastic, plastic, and viscous behavior. Some discussion of the effects of processing--thermodynamics, kinetics--may be addressed. Specific examples from ceramics, metals, polymers, and composites is given, with the emphasis changing for each offering. Same as ENG MS 582. Students may not receive credist for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 583,Product Management,GRADUATEST,ING,,,,"Undergraduate Prerequisites: Graduate standing or consent of instructor. - Planning and execution of the process of bringing new tangible and intangible products to market. Review of the new product development process. Establishment of the new product specification. Setting of financial expectations. Formation and dynamics of the product implementation team. Organization of the new product introduction project including matrixed management and financial control. Contingency planning and risk management. Taught through case-based discussions, lectures, and readings. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 584,Manufacturing Strategy,ENG ME 420 OR ENG ME 510,,,,,"Undergraduate Prerequisites: (ENGME420 OR ENGME510) or consent of instructor - Strategic decision-making for technical people in manufacturing companies. Provides practice in applying financial, organizational, and operational concepts through analysis and discussion of case situations. Topics include process alternatives and their implications; interactions among product design, process design, worker skill and worker motivation; supplier relationships; interfaces with marketing and finance; introduction of new technology; capacity planning; and competitive analysis. Taught principally by in-class discussion plus guest lectures. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 606,Industrial Practicum,"ENROLLMENTINTHEMANUFACTURINGENGINEERINGMS OR MENGPROGRAM,",,,,,"Undergraduate Prerequisites: Enrollment in the Manufacturing Engineering MS or MEng program, or con sent of instructor. - The industrial practicum practicum is a semester-long team project based on problems with industrial relevance. Conducted in an industrial environment, the goal of the practicum is to provide students with hands-on experience to supplement their theoretical knowledge, and to help them further develop professional competencies. Oral presentation and written project report required. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 691,Advanced Product Design and Engineering,,,,,,"Graduate Prerequisites: Graduate standing in an an engineering discipline. Previous courses in materials science, CAD, FEA, structures. Basic programming and electr ical engineering. Experience building and testing prototypes - Fall Semester; part of a two-term sequence with ENG ME 692 Advanced Product Design and Engineering is focused on the tools and skills enabling smart, practical product engineering choices. A ""proactive"" mechanical engineer creates products and systems that are functional, manufacturable and economically successful, even as user expectations and technologies evolve. Students are expected to perform original research on design and engineering trends, apply advanced engineering methods to specific examples, justify their their conclusions in design reviews, and ultimately create a manufacturable design prototype. Grading based on a mix of team and individual assignments. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 692,Advanced Product Design and Engineering,,,,,,"Graduate Prerequisites: Graduate standing in an an engineering discipline. Previous courses in materials science, CAD, FEA, structures. Basic programming and electrical engineering. - Spring Semester; part of a two-term sequence with ENG ME 691. Advanced Product Design and Engineering is focused on the tools and skills enabling smart, practical product engineering choices. A ""proactive"" mechanical engineer creates products and systems that are functional, manufacturable, and economically successful, even as user expectations and technologies evolve. Students are expected to perform original research on design and engineering trends, apply advanced engineering methods to specific examples, justify their conclusions in design reviews, and ultimately create a manufacturable design prototype. Grading based on a mix of team and individual assignments. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 700,Advanced Topics in Mechanical Engineering,GRADUATEST,ING,,,,Undergraduate Prerequisites: Graduate standing or consent of instructor. - Specific prerequisites vary according to research topic. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
ENG ME 701,Optimal and Robust Control,ENG ME 501 OR ENG EC 501 OR ENG SE 501,,,,,"Undergraduate Prerequisites: (ENGME501 OR ENGEC501 OR ENGSE501) or equivalent - This course is aimed at an introduction (with rigorous treatment) to the fundamentals of optimal and robust control. It will be divided roughly into two parts. The first will cover aspects of robust control including model reduction, H_2 and H_ infinity control, and feedback control of uncertain systems. The second will delve into optimal control including topics such as the linear quadratic regulator, the calculus of variations, the maximum principle, and the Hamilton-Jacobi-Bellman equation. Same as ENG EC 701 and ENG SE 701. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 702,Computational Fluid Dynamics,ENG ME 542,,,,,"Undergraduate Prerequisites: (ENGME542) - Numerical techniques for solving the Navier-Stokes and related equations. Topics are selected from the following list, although the emphasis may shift from year to year: boundary integral methods for potential and Stokes flows; free surface flow computations; panel methods; finite difference, finite element and finite volume methods; spectral and pseudo-spectral methods; vortex methods; lattice-gas and lattice-Boltzmann techniques; numerical grid generation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 710,Dynamic Programming and Reinforcement Learning,CAS MA 381 OR ENG EK 500 OR ENG ME 308,"ENG EC 402,ENG EC 501 OR ENG ME 510",,,,"Undergraduate Prerequisites: (CASMA 381 or ENGEK 500 or ENGME 308) and ENGEC 402, ENGEC 501 or ENGME 510 - Introduction to sequential decision making via dynamic programming. The principle of optimality as a unified approach to optimal control of dynamic systems and Markovian decision problems. Applications from control theory and operations research include linear-quadratic problems, the discrete Kalman Filter, inventory control, network, investment, and resource allocation models. Adaptive control and numerical solutions through successive approximation and policy iteration, suboptimal control, and neural network applications involving functional approximations and learning. Same as ENGEC 710 and ENGSE 710. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 712,Applied Mathematics in Mechanics,NA,,,,,"Undergraduate Prerequisites: NA - Graduate Prerequisites: (ENGEK103 & CASMA123 & CASMA124 & CASMA225 & CASMA226) - The goal of this course is to give students an introduction to mathematical tools for solving difficult mathematics problems that arise in engineering science and mechanics. Students will learn the process of applied mathematics, which will enable them to take a hard problem, and gain insight into its important characteristics. Analytical theory, approximate techniques, and numerical methods will be used in a complementary manner to solve challenging engineering problems. Students will learn dimensional analysis and scaling, perturbation methods applied to polynomial and differential equations, variational calculus, integral equations, and concepts of stability and bifurcation. Students will apply these methods to mathematical problems in solid mechanics, thermodynamics, and dynamical systems. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 714,Advanced Stochastic Modeling and Simulation,"ENG EK 500,KNOWLEDGEOFSTOCHASTICPROCESSES, OR CONSENTOFTHEINSTRUCT OR ",,,,,"Undergraduate Prerequisites: (ENGEK500) or equivalent, knowledge of stochastic processes, or consent of the in structor. - Introduction to Markov chains, point processes, diffusion processes as models of stochastic systems of practical interest. The course focuses on numerical and simulation methods for performance evaluation, optimization, and control of such systems. Same as ENG SE 714. Students may not receive credits for both. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
ENG ME 720,Acoustics II,ENG ME 520,,,,,"Undergraduate Prerequisites: (ENGME520) - Wave equation in cylindrical and spherical co-ordinate systems. Propagation in waveguides. Diffraction: the Rayleigh integral and the Helmholtz-Kirchhoff integral. Green's function and angular spectrum methods. Diffraction of sound beams: Guassian beams, unfocused and focused sources, and arrays. Diffraction by apertures, discs and wedges. Scattering of sound; Rayleigh scattering, scattering cross-section, elastic scatters. Propagation in inhomogeneous media: rays, the eikonal equation, the Blokhintzev invariant and the acoustic field near caustics. Absorption and dispersion of acoustic waves. Transmission and reflection at a fluid-solid interface. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
