Course Code,Title,Prerequisite 1,Prerequisite 2,Prerequisite 3,Prerequisite 4,Prerequisite 5,Description
CAS CH 373,Principles of Biochemistry,CAS BI 105 OR CAS BI 108 OR CAS NE 102 OR ENG BE 209,,CAS CH 204 OR CAS CH 214 OR CAS CH 212 OR CAS CH 174,,,"Undergraduate Prerequisites: CAS BI 105 or CAS BI 108 or CAS NE 102 or ENG BE 209; and CAS CH 204 o r CAS CH 214 or CAS CH 212 or CAS CH 174; or equivalent. - Introductory biochemistry focusing on structure/function with applications to medicine, nutrition, and biotechnology, including acid/base chemistry, protein structure, enzyme mechanisms, thermodynamics, and kinetics; nucleic acid structure/function and information transfer, carbohydrates and carbohydrate metabolism, lipids and lipid metabolism, and bioenergetics of oxidative energy metabolism. Three hours lecture, one hour discussion. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 400,Special Topics in Chemistry,,,,,,"May be repeated for credit as topics vary. Pre-requisites vary with topic. Topic for Spring 2021: Molecular Kinetics and Dynamics. (Prerequisites: CAS CH 102 or CAS CH 110 or CAS CH 112; AND CAS PY 212 AND CAS MA 124. Undergraduate Corequisites: CAS MA 225 or CAS CH225.) Models of molecular dynamics and energy transfer. Chemical kinetics. Absolute reaction rates and transition state theory. Kramers theory of reactions in solution. Protein-ligand association and binding. Enzymatic reactions and theories of catalysis. Electron transfer and Marcus theory. Kinetics of nucleation and molecular self-assembly. Rate processes in geochemistry. Theory of protein folding, misfolding, and aggregation. Reaction networks in systems biology. Small world networks and power-law kinetics. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 401,Honors Research in Chemistry,3,,,,,"Undergraduate Prerequisites: 3.0 overall GPA, 3.2 GPA in required major courses, and approval of Honors application by Chemistry Department Undergraduate Programs Committee. - Minimum 16 hours per week of experimental or theoretical research, within a chemistry department research group or in another approved research group (outside the department) that is undertaking research in the chemical sciences. An Honors thesis is submitted at the end of the spring semester and defended before a committee of three faculty members. A grade of B or higher is required in both CASCH 401 and CASCH 402 in order to graduate with Honors in the Major in Chemistry. An oral presentation at the Undergraduate Research Symposium at the end of the spring semester is also required. Effective Fall 2021, this course fulfills a single unit in the following BU Hub areas: Creativity/Innovation, Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 402,Honors Research in Chemistry,3,,,,,"Undergraduate Prerequisites: 3.0 overall GPA, 3.2 GPA in required major courses, and approval of Honors application by Chemistry Department Undergraduate Programs Committee. - Minimum 16 hours per week of experimental or theoretical research, within a chemistry department research group or in another approved research group (outside the department) that is undertaking research in the chemical sciences. An Honors thesis is submitted at the end of the spring semester and defended before a committee of three faculty members. A grade of B or higher is required in both CAS CH 401 and CAS CH 402 in order to graduate with Honors in the Major in Chemistry. An oral presentation at the Undergraduate Research Symposium at the end of the spring semester is also required. Effective Fall 2021, this course fulfills a single unit in the following BU Hub areas: Digital/Multimedia Expression, Oral and/or Signed Communication, Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 441,Senior Research in Chemistry 1,,,,,,"Senior research including attendance with oral presentations at group research meetings, contributions as a research team member, and the writing of a report at the end of semester as required by research group. Application must be made through the Department of Chemistry office. Effective Fall 2021, this course fulfills a single unit in the following BU Hub area: Teamwork/Collaboration. Effective Fall 2025, this course fulfills a single unit in the following BU Hub area: Creativity/Innovation Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 442,Senior Research in Chemistry 2,,,,,,"Senior research including attendance with oral presentations at group research meetings, creative contributions as a research team member, and the writing of a report at the end of semester as required by research group. Presentation at the semester's end Undergraduate Research Symposium is required. Application must be made through the Department of Chemistry office. Effective Fall 2021, this course fulfills a single unit in the following BU Hub area: Digital/Multimedia Expression. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 455,Introduction to Computational Molecular Science,CAS CH 351,CAS CH 352,,,,"Undergraduate Prerequisites: (CASCH351 & CASCH352) or consent of instructor - Introduction to computational approaches for solving problems in molecular science. Lectures on numerical methods for differentiation and integration, energy minimization, molecular dynamics, Monte Carlo, normal mode analysis, quantum chemistry. Assignments consist of problems solved using python notebooks. Three hours lecture, one hour lab per week. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 458,Chemical Kinetics and Dynamics,,,,,,"Prerequisites: CASCH 351 & CASCH 352 or consent of instructor. - Exploration of theories of molecular kinetics and dynamics and their application to chemical, biomolecular, and materials systems. Lectures on reaction rate theory applied to energy transfer, chemical catalysis, electron transfer, diffusion-limited reactions, polymer dynamics, nucleation and growth, and spectroscopy.  Three hours lecture, one hour discussion per week. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 461,Senior Research in Chemistry 1,,,,,,"Senior research including attendance with oral presentations at group research meetings, creative contributions as a research team member, and the writing of a report at the end of semester as required by research group. Application must be made through the Department of Chemistry office. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Teamwork/Collaboration, Creativity/Innovation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 462,Senior Research in Chemistry 2,,,,,,"Senior research including attendance with oral presentations at group research meetings, creative contributions as a research team member, and the writing of a report at the end of semester as required by research group. Presentation at the semester's end Undergraduate Research Symposium is required. Application must be made through the Department of Chemistry office. Effective Fall 2021, this course fulfills a single unit in each of the following BU Hub areas: Digital/Multimedia Expression, Teamwork/Collaboration. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 500,Special Topics in Chemistry,,,,,,May be repeated for credit as topics vary. Pre-requisites vary with topic. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  
CAS CH 524,Chemical Biology Laboratory,CAS BB 421,,,,,"Undergraduate Prerequisites: (CASBB421) or consent of instructor.
Project-based laboratory course to introduce students to the design and implementation of modern experimental techniques in chemical biology, including protein-peptide and protein-small molecule interactions, fluorescent binding assays, enzyme activity, and inhibition kinetics. Eight hours of lab weekly in addition to a pre-lab lecture. Effective Spring 2024, this course fulfills a single unit in each of the following BU Hub areas: Teamwork/Collaboration, Creativity/Innovation. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 525,Physical Biochemistry,CAS BB 421,CAS MA 121 OR CAS MA 123,CAS PY 106 OR CAS PY 212,,,"Undergraduate Prerequisites: (CASBB421); (CASMA121 OR CASMA123); (CASPY106 OR CASPY212).
Cannot be taken as advanced course for chemistry majors or in addition to CAS CH351/352. Introduction to physical chemical principles with topics in biochemistry, solution and solid phase chemistry of biomolecules as studied by equilibrium, hydrodynamics, and spectroscopic/quantum mechanical methods. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 550,Materials Chemistry: Hard Materials,GENERALCHEMISTRY2CAS CH 110 OR CH112,,,,,"Undergraduate Prerequisites: General Chemistry 2 (CAS CH 110 or CH 112 or equivalent) or consent of instructor.
This course will focus on the structure, synthesis, properties, and applications of solid-state materials. The main topics in this class cover the bonding in solids; formation of crystals; basic crystallography; electron diffraction; defects, phase transformation; general principles about the atomic level growth and characterizations of solid materials. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
CAS CH 551,Materials Chemistry: Polymer Synthesis and Applications," OR GANICCHEMISTRY2CAS CH 204,CH212, OR CH214",,,,,"Undergraduate Prerequisites: Organic Chemistry 2 (CAS CH 204, CH212, or CH214 or equivalent) or consent of instructor.
The primary objective of this course is to teach the chemistry and engineering skills needed to solve challenges in polymers and polymeric materials. This course is divided into three sections: macromolecular chemistry, physical characterization & properties, and specialty polymer sections. Three hours of lecture weekly. Note that this information may change at any time. Please visit the MyBU Student Portal for the most up-to-date course information. Note that this information may change at any time. Read the full terms of use.  "
